Ensembl Gene ID	RefSeq mRNA	RefSeq Protein ID	RefSeq Predicted Protein ID
ENSG00000170775	NM_005302	NP_005293	
ENSG00000115266			
ENSG00000143751			
ENSG00000185825			
ENSG00000251139			
ENSG00000166073			
ENSG00000012048	NM_007300	NP_009231	
ENSG00000204930	NM_001012446	NP_001012448	
ENSG00000151491			
ENSG00000168515	NM_006552	NP_006543	
ENSG00000187821			
ENSG00000119559			
ENSG00000155561	NM_015135	NP_055950	
ENSG00000119559	NM_152482	NP_689695	
ENSG00000100979	NM_001242921	NP_001229850	
ENSG00000128513			
ENSG00000012048	NM_007297		
ENSG00000185825		NP_005736	
ENSG00000185825		NP_001132929	
ENSG00000185825		NP_001132913	
ENSG00000187821	NM_001029887	NP_001025058	
ENSG00000155561			
ENSG00000104427	NM_016010	NP_057094	
ENSG00000184445			
ENSG00000127586	NM_022092	NP_071375	
ENSG00000104427			
ENSG00000206488			
ENSG00000163041	NM_002107	NP_002098	
ENSG00000163041	NM_002107	NP_005315	
ENSG00000170540	NM_015161	NP_055976	
ENSG00000130159	NM_016581	NP_057665	
ENSG00000130159	NM_001142465	NP_001135937	
ENSG00000170540			
ENSG00000151491	NM_004447	NP_004438	
ENSG00000115257	NM_017573	NP_060043	
ENSG00000130159	NM_001142464	NP_001135936	
ENSG00000232674			
ENSG00000168263	NM_133497	NP_598004	
ENSG00000131018	NM_182961	NP_892006	
ENSG00000168263			
ENSG00000163041			
ENSG00000184445	NM_014708	NP_055523	
ENSG00000115257			
ENSG00000020426	NM_002431	NP_002422	
ENSG00000005156	NM_013975	NP_039269	
ENSG00000100979	NM_006227	NP_001229850	
ENSG00000100979	NM_006227	NP_006218	
ENSG00000020426	NM_001177963	NP_001171434	
ENSG00000005156	NM_002311	NP_002302	
ENSG00000117013	NM_004700	NP_004691	
ENSG00000100979	NM_182676	NP_872617	
ENSG00000128829	NM_001013703	NP_001013725	
ENSG00000128829			
ENSG00000020426			
ENSG00000233863			
ENSG00000117013	NM_172163	NP_751895	
ENSG00000118454	NM_030816	NP_110443	
ENSG00000117013			
ENSG00000206488		NP_079185	
ENSG00000087301	NM_001160047	NP_001153519	
ENSG00000087301	NM_020784	NP_001153519	
ENSG00000087301	NM_001160047	NP_065835	
ENSG00000087301	NM_020784	NP_065835	
ENSG00000206488	NM_001031722	NP_001026892	
ENSG00000206488	NM_001031722	NP_001177653	
ENSG00000118454			
ENSG00000126432	NM_012094	NP_036226	
ENSG00000087301			
ENSG00000102893	NM_000293	NP_000284	
ENSG00000155256	NM_144588	NP_653189	
ENSG00000134352	NM_002184	NP_002175	
ENSG00000126432	NM_181651	NP_857634	
ENSG00000128513	NM_015450	NP_056265	
ENSG00000128513	NM_015450	NP_001036059	
ENSG00000102893	NM_001031835	NP_001027005	
ENSG00000126432	NM_181652	NP_857635	
ENSG00000102893			
ENSG00000222007			
ENSG00000198932	NM_014710	NP_001171656	
ENSG00000198932	NM_001099411	NP_001171656	
ENSG00000198932	NM_001099410	NP_001171656	
ENSG00000198932	NM_001184727	NP_001171656	
ENSG00000198932	NM_014710	NP_001092881	
ENSG00000198932	NM_001099411	NP_001092881	
ENSG00000198932	NM_001099410	NP_001092881	
ENSG00000198932	NM_001184727	NP_001092881	
ENSG00000198932	NM_014710	NP_001092880	
ENSG00000198932	NM_001099411	NP_001092880	
ENSG00000198932	NM_001099410	NP_001092880	
ENSG00000198932	NM_001184727	NP_001092880	
ENSG00000198932	NM_014710	NP_055525	
ENSG00000198932	NM_001099411	NP_055525	
ENSG00000198932	NM_001099410	NP_055525	
ENSG00000198932	NM_001184727	NP_055525	
ENSG00000131018			
ENSG00000100979	NM_001242920	NP_001229849	
ENSG00000155256			
ENSG00000215262			
ENSG00000100979		NP_001229850	
ENSG00000100979		NP_006218	
ENSG00000155256	NM_001002262	NP_001002262	
ENSG00000182827	NM_022735	NP_073572	
ENSG00000101977	NM_001099855	NP_001093325	
ENSG00000134352			
ENSG00000104432	NM_001199887	NP_001186816	
ENSG00000104432	NM_000880	NP_001186816	
ENSG00000104432	NM_001199887	NP_000871	
ENSG00000104432	NM_000880	NP_000871	
ENSG00000185155			
ENSG00000101977			
ENSG00000104432			
ENSG00000104432	NM_001199888	NP_001186817	
ENSG00000104432	NM_001199886	NP_001186817	
ENSG00000104432	NM_001199888	NP_001186815	
ENSG00000104432	NM_001199886	NP_001186815	
ENSG00000128886	NM_025165	NP_079441	
ENSG00000128513	NM_001042594	NP_001036059	
ENSG00000158301	NM_001199818	NP_001186747	
ENSG00000158301	NM_138437	NP_001186747	
ENSG00000158301	NM_001004051	NP_001186747	
ENSG00000158301	NM_001184875	NP_001186747	
ENSG00000158301	NM_001184876	NP_001186747	
ENSG00000158301	NM_001184874	NP_001186747	
ENSG00000158301	NM_001199818	NP_001171805	
ENSG00000158301	NM_138437	NP_001171805	
ENSG00000158301	NM_001004051	NP_001171805	
ENSG00000158301	NM_001184875	NP_001171805	
ENSG00000158301	NM_001184876	NP_001171805	
ENSG00000158301	NM_001184874	NP_001171805	
ENSG00000158301	NM_001199818	NP_001171804	
ENSG00000158301	NM_138437	NP_001171804	
ENSG00000158301	NM_001004051	NP_001171804	
ENSG00000158301	NM_001184875	NP_001171804	
ENSG00000158301	NM_001184876	NP_001171804	
ENSG00000158301	NM_001184874	NP_001171804	
ENSG00000158301	NM_001199818	NP_001171803	
ENSG00000158301	NM_138437	NP_001171803	
ENSG00000158301	NM_001004051	NP_001171803	
ENSG00000158301	NM_001184875	NP_001171803	
ENSG00000158301	NM_001184876	NP_001171803	
ENSG00000158301	NM_001184874	NP_001171803	
ENSG00000158301	NM_001199818	NP_612446	
ENSG00000158301	NM_138437	NP_612446	
ENSG00000158301	NM_001004051	NP_612446	
ENSG00000158301	NM_001184875	NP_612446	
ENSG00000158301	NM_001184876	NP_612446	
ENSG00000158301	NM_001184874	NP_612446	
ENSG00000158301	NM_001199818	NP_001004051	
ENSG00000158301	NM_138437	NP_001004051	
ENSG00000158301	NM_001004051	NP_001004051	
ENSG00000158301	NM_001184875	NP_001004051	
ENSG00000158301	NM_001184876	NP_001004051	
ENSG00000158301	NM_001184874	NP_001004051	
ENSG00000101977	NM_005369	NP_005360	
ENSG00000100290	NM_001197	NP_001188	
ENSG00000131018	NM_033071	NP_149062	
ENSG00000185155	NM_031944	NP_114150	
ENSG00000174500	NM_152785	NP_689998	
ENSG00000174500	NM_001190259	NP_689998	
ENSG00000174500	NM_001190260	NP_689998	
ENSG00000130176	NM_001299	NP_001290	
ENSG00000130176			
ENSG00000174500	NM_001190259	NP_001177188	
ENSG00000101977	NM_001171876	NP_001165347	
ENSG00000136750	NM_000818	NP_001127838	
ENSG00000136750	NM_001134366	NP_001127838	
ENSG00000136750	NM_000818	NP_000809	
ENSG00000136750	NM_001134366	NP_000809	
ENSG00000228532			
ENSG00000155256	NM_001174119	NP_001167590	
ENSG00000155256	NM_001174120	NP_001167591	
ENSG00000151687			
ENSG00000155256	NM_001174122	NP_001167593	
ENSG00000134352	NM_175767	NP_786943	
ENSG00000163249	NM_152523	NP_689736	
ENSG00000155256	NM_001002261	NP_001002261	
ENSG00000100294	NM_014507	NP_055322	
ENSG00000163249			
ENSG00000128886			
ENSG00000174500			
ENSG00000101977	NM_001171878	NP_001165349	
ENSG00000136750			
ENSG00000168505	NM_001485	NP_001476	
ENSG00000215262	NM_001031836	NP_001027006	
ENSG00000168505			
ENSG00000101977	NM_001171879	NP_001165350	
ENSG00000174500	NM_001190260	NP_001177189	
ENSG00000155256	NM_001174121	NP_001167592	
ENSG00000100294	NM_173467	NP_775738	
ENSG00000175202			
ENSG00000163249	NM_001142300	NP_001135772	
ENSG00000233611			
ENSG00000134352	NM_001190981	NP_001177910	
ENSG00000101977	NM_001171877	NP_001165348	
ENSG00000151729	NM_001151	NP_001142	
ENSG00000101977		NP_001093325	
ENSG00000238269			
ENSG00000169627	NM_001031827	NP_001026997	
ENSG00000169627	NM_001039182	NP_001026997	
ENSG00000169627	NM_001031827	NP_001034271	
ENSG00000169627	NM_001039182	NP_001034271	
ENSG00000257981			
ENSG00000238269	NM_001015038	NP_001015038	
ENSG00000187054			
ENSG00000179862	NM_133467	NP_597724	
ENSG00000151687	NM_144708	NP_653309	
ENSG00000115041	NM_013434	NP_038462	
ENSG00000115041	NM_001034914	NP_038462	
ENSG00000071553	NM_001183	NP_001174	
ENSG00000100300	NM_000714	NP_000705	
ENSG00000071553			
ENSG00000124939	NM_002407	NP_002398	
ENSG00000136371	NM_001199758	NP_001186687	
ENSG00000136371	NM_001199760	NP_001186687	
ENSG00000136371	NM_006441	NP_001186687	
ENSG00000136371	NM_001199758	NP_006432	
ENSG00000136371	NM_001199760	NP_006432	
ENSG00000136371	NM_006441	NP_006432	
ENSG00000136371	NM_001199758	NP_001186689	
ENSG00000136371	NM_001199760	NP_001186689	
ENSG00000136371	NM_006441	NP_001186689	
ENSG00000223618			
ENSG00000173153			
ENSG00000234068	NM_207339	NP_997222	
ENSG00000187054	NM_182606	NP_872412	
ENSG00000234068			
ENSG00000100300	NM_007311	NP_009295	
ENSG00000173153	NM_004451	NP_004442	
ENSG00000115041	NM_001034914	NP_001030086	
ENSG00000100300			
ENSG00000083937			
ENSG00000187054	NM_001114387	NP_001107859	
ENSG00000115041			
ENSG00000135605	NM_003215	NP_003206	
ENSG00000180772	NM_000686	NP_000677	
ENSG00000083937	NM_014043	NP_054762	
ENSG00000132207	NM_001014999	NP_076949	
ENSG00000132207	NM_001014999	NP_001014999	
ENSG00000132207	NM_178044	NP_835145	
ENSG00000132207	NM_001015000	NP_835145	
ENSG00000132207	NM_178044	NP_001015000	
ENSG00000132207	NM_001015000	NP_001015000	
ENSG00000182518	NM_138362	NP_612371	XP_003120216
ENSG00000169129	NM_032550	NP_115939	
ENSG00000169129	NM_001001936	NP_115939	
ENSG00000054356	NM_001199763	NP_001186692	
ENSG00000182518	NM_001166704	NP_001160176	
ENSG00000227357	NM_021983	NP_068818	
ENSG00000182518	NM_001166702	NP_001160174	
ENSG00000183814			
ENSG00000132207			
ENSG00000182518	NM_001166703	NP_001160175	
ENSG00000135605			
ENSG00000169129	NM_001001936	NP_001001936	
ENSG00000054356	NM_001199764	NP_001186693	
ENSG00000054356	NM_002846	NP_001186693	
ENSG00000054356	NM_001199764	NP_002837	
ENSG00000054356	NM_002846	NP_002837	
ENSG00000124935	NM_006551	NP_006542	
ENSG00000177570			
ENSG00000182518	NM_001166699	NP_001160171	
ENSG00000182518	NM_001166701	NP_001160172	
ENSG00000182518	NM_001166700	NP_001160172	
ENSG00000182518	NM_001166704	NP_001160172	
ENSG00000182518	NM_001166703	NP_001160172	
ENSG00000182518	NM_001166701	NP_001160173	
ENSG00000182518	NM_001166700	NP_001160173	
ENSG00000182518	NM_001166704	NP_001160173	
ENSG00000182518	NM_001166703	NP_001160173	
ENSG00000140463	NM_033028	NP_149017	
ENSG00000140319	NM_003134	NP_003125	
ENSG00000109906	NM_006006	NP_001018011	
ENSG00000109906	NM_001018011	NP_001018011	
ENSG00000109906	NM_006006	NP_005997	
ENSG00000109906	NM_001018011	NP_005997	
ENSG00000140463			
ENSG00000183814	NM_173083	NP_775106	
ENSG00000109906			
ENSG00000171793	NM_001905	NP_001896	
ENSG00000087916	NM_007231	NP_009162	
ENSG00000177570	NM_207506	NP_997389	
ENSG00000084628	NM_024522	NP_078798	
ENSG00000156983			
ENSG00000100304	NM_015140	NP_055955	
ENSG00000111911	NM_138571	NP_612638	
ENSG00000198908	NM_030639	NP_001135998	
ENSG00000198908	NM_001142524	NP_001135998	
ENSG00000198908	NM_001142528	NP_001135998	
ENSG00000198908	NM_001142525	NP_001135998	
ENSG00000198908	NM_001142529	NP_001135998	
ENSG00000198908	NM_001142526	NP_001135998	
ENSG00000198908	NM_001142530	NP_001135998	
ENSG00000198908	NM_001142527	NP_001135998	
ENSG00000198908	NM_030639	NP_085142	
ENSG00000198908	NM_001142524	NP_085142	
ENSG00000198908	NM_001142528	NP_085142	
ENSG00000198908	NM_001142525	NP_085142	
ENSG00000198908	NM_001142529	NP_085142	
ENSG00000198908	NM_001142526	NP_085142	
ENSG00000198908	NM_001142530	NP_085142	
ENSG00000198908	NM_001142527	NP_085142	
ENSG00000198908	NM_030639	NP_001136000	
ENSG00000198908	NM_001142524	NP_001136000	
ENSG00000198908	NM_001142528	NP_001136000	
ENSG00000198908	NM_001142525	NP_001136000	
ENSG00000198908	NM_001142529	NP_001136000	
ENSG00000198908	NM_001142526	NP_001136000	
ENSG00000198908	NM_001142530	NP_001136000	
ENSG00000198908	NM_001142527	NP_001136000	
ENSG00000198908	NM_030639	NP_001135997	
ENSG00000198908	NM_001142524	NP_001135997	
ENSG00000198908	NM_001142528	NP_001135997	
ENSG00000198908	NM_001142525	NP_001135997	
ENSG00000198908	NM_001142529	NP_001135997	
ENSG00000198908	NM_001142526	NP_001135997	
ENSG00000198908	NM_001142530	NP_001135997	
ENSG00000198908	NM_001142527	NP_001135997	
ENSG00000198908	NM_030639	NP_001136002	
ENSG00000198908	NM_001142524	NP_001136002	
ENSG00000198908	NM_001142528	NP_001136002	
ENSG00000198908	NM_001142525	NP_001136002	
ENSG00000198908	NM_001142529	NP_001136002	
ENSG00000198908	NM_001142526	NP_001136002	
ENSG00000198908	NM_001142530	NP_001136002	
ENSG00000198908	NM_001142527	NP_001136002	
ENSG00000198908	NM_030639	NP_001135999	
ENSG00000198908	NM_001142524	NP_001135999	
ENSG00000198908	NM_001142528	NP_001135999	
ENSG00000198908	NM_001142525	NP_001135999	
ENSG00000198908	NM_001142529	NP_001135999	
ENSG00000198908	NM_001142526	NP_001135999	
ENSG00000198908	NM_001142530	NP_001135999	
ENSG00000198908	NM_001142527	NP_001135999	
ENSG00000198908	NM_030639	NP_001135996	
ENSG00000198908	NM_001142524	NP_001135996	
ENSG00000198908	NM_001142528	NP_001135996	
ENSG00000198908	NM_001142525	NP_001135996	
ENSG00000198908	NM_001142529	NP_001135996	
ENSG00000198908	NM_001142526	NP_001135996	
ENSG00000198908	NM_001142530	NP_001135996	
ENSG00000198908	NM_001142527	NP_001135996	
ENSG00000198908	NM_030639	NP_001136001	
ENSG00000198908	NM_001142524	NP_001136001	
ENSG00000198908	NM_001142528	NP_001136001	
ENSG00000198908	NM_001142525	NP_001136001	
ENSG00000198908	NM_001142529	NP_001136001	
ENSG00000198908	NM_001142526	NP_001136001	
ENSG00000198908	NM_001142530	NP_001136001	
ENSG00000198908	NM_001142527	NP_001136001	
ENSG00000084628			
ENSG00000054356			
ENSG00000177570	NM_001101676	NP_001095146	
ENSG00000100304			
ENSG00000228080			
ENSG00000169129			
ENSG00000110484	NM_002411	NP_002402	
ENSG00000224113			
ENSG00000110484			
ENSG00000213928	NM_006084	NP_006075	
ENSG00000213928			
ENSG00000213853	NM_001424	NP_001415	
ENSG00000156983	NM_001003694	NP_001003694	
ENSG00000168828	NM_001004487	NP_001004487	
ENSG00000140750	NM_001006634	NP_001006635	
ENSG00000140750	NM_018054	NP_060524	
ENSG00000140750			
ENSG00000203685	NM_001003665	NP_001003665	
ENSG00000100580	NM_213601	NP_998766	
ENSG00000156983	NM_004634	NP_004625	
ENSG00000203685			
ENSG00000100583			
ENSG00000168913	NM_198573	NP_940975	
ENSG00000080608	NM_014878	NP_055693	
ENSG00000172139	NM_183061	NP_898884	
ENSG00000168913			
ENSG00000171793			
ENSG00000100583	NM_001010860	NP_001010860	
ENSG00000172139			
ENSG00000092871	NM_001017368	NP_001017368	
ENSG00000092871			
ENSG00000163251	NM_003468	NP_003459	
ENSG00000054356		NP_001186692	
ENSG00000104081	NM_033503	NP_277038	
ENSG00000104081	NM_001003940	NP_277038	
ENSG00000104081	NM_033503	NP_001003940	
ENSG00000104081	NM_001003940	NP_001003940	
ENSG00000164323	NM_020827	NP_065878	
ENSG00000054356		NP_001186693	
ENSG00000164323			
ENSG00000173113			
ENSG00000104081	NM_001003942	NP_001003942	
ENSG00000159307	NM_173050	NP_766638	
ENSG00000104081	NM_001003943	NP_001003943	
ENSG00000213599	NM_177552	NP_808220	
ENSG00000213599	NM_177552	NP_001017390	
ENSG00000159307			
ENSG00000108846			
ENSG00000173113	NM_016404	NP_057488	
ENSG00000180953	NM_001199757	NP_001094350	
ENSG00000180953	NM_001100879	NP_001094350	
ENSG00000180953	NM_001100880	NP_001094350	
ENSG00000180953	NM_001199757	NP_001186686	
ENSG00000180953	NM_001100879	NP_001186686	
ENSG00000180953	NM_001100880	NP_001186686	
ENSG00000180953	NM_001199757	NP_001094349	
ENSG00000180953	NM_001100879	NP_001094349	
ENSG00000180953	NM_001100880	NP_001094349	
ENSG00000254038			
ENSG00000257028			
ENSG00000178385	NM_001080475	NP_001073944	
ENSG00000143772	NM_002221	NP_002212	
ENSG00000178385			
ENSG00000253161			
ENSG00000140379	NM_004049	NP_004040	
ENSG00000143772			
ENSG00000127334			
ENSG00000066651			
ENSG00000140379	NM_001114735	NP_001108207	
ENSG00000118231	NM_006891	NP_008822	
ENSG00000256045	NM_001190708	NP_001177637	
ENSG00000143801			
ENSG00000094841	NM_145052	NP_659489	
ENSG00000122756	NM_001207011	NP_001193940	
ENSG00000122756	NM_001842	NP_001193940	
ENSG00000122756	NM_147164	NP_001193940	
ENSG00000122756	NM_001207011	NP_671693	
ENSG00000122756	NM_001842	NP_671693	
ENSG00000122756	NM_147164	NP_671693	
ENSG00000122756	NM_001207011	NP_001833	
ENSG00000122756	NM_001842	NP_001833	
ENSG00000122756	NM_147164	NP_001833	
ENSG00000163254	NM_020989	NP_066269	
ENSG00000072415	NM_022474	NP_071919	
ENSG00000127334	NM_003583	NP_006473	
ENSG00000127334	NM_006482	NP_006473	
ENSG00000127334	NM_003583	NP_003574	
ENSG00000127334	NM_006482	NP_003574	
ENSG00000094841			
ENSG00000213599	NM_001017390	NP_808220	
ENSG00000213599	NM_001017390	NP_001017390	
ENSG00000158639	NM_130467	NP_569734	
ENSG00000158639	NM_130467	NP_001013453	
ENSG00000072415			
ENSG00000225885			
ENSG00000122756			
ENSG00000182187	NM_005210	NP_005201	
ENSG00000187105	NM_001220484	NP_976054	
ENSG00000187105	NM_001220484	NP_001207413	
ENSG00000158639	NM_001013435	NP_001013453	
ENSG00000091009	NM_018989	NP_061862	
ENSG00000158639			
ENSG00000187105	NM_203309		
ENSG00000196196	NM_001039792	NP_001034881	
ENSG00000168582	NM_014617	NP_055432	
ENSG00000187105			
ENSG00000126814	NM_020810	NP_065861	
ENSG00000122718	NM_019897	NP_063950	
ENSG00000126814			
ENSG00000186732	NM_001044370	NP_001037835	
ENSG00000186732			
ENSG00000214736	NM_001134493	NP_001127965	
ENSG00000188674			
ENSG00000165555	NM_001113475	NP_001106946	
ENSG00000186732		NP_001037835	
ENSG00000198092	NM_207407	NP_997290	
ENSG00000165555			
ENSG00000066651	NM_001031712	NP_001026882	
ENSG00000165555	NM_138791		
ENSG00000188674	NM_001099334	NP_001092804	
ENSG00000143801	NM_000447	NP_000438	
ENSG00000143801	NM_012486	NP_000438	
ENSG00000153060	NM_144674	NP_653275	
ENSG00000086666	NM_001242911	NP_001229840	
ENSG00000086666	NM_001242912	NP_001229840	
ENSG00000086666	NM_001242917	NP_001229840	
ENSG00000086666	NM_001242916	NP_001229840	
ENSG00000086666	NM_001242914	NP_001229840	
ENSG00000086666	NM_001242913	NP_001229840	
ENSG00000086666	NM_001242915	NP_001229840	
ENSG00000086666	NM_019006	NP_001229840	
ENSG00000086666	NM_001242911	NP_001229845	
ENSG00000086666	NM_001242912	NP_001229845	
ENSG00000086666	NM_001242917	NP_001229845	
ENSG00000086666	NM_001242916	NP_001229845	
ENSG00000086666	NM_001242914	NP_001229845	
ENSG00000086666	NM_001242913	NP_001229845	
ENSG00000086666	NM_001242915	NP_001229845	
ENSG00000086666	NM_019006	NP_001229845	
ENSG00000086666	NM_001242911	NP_001229843	
ENSG00000086666	NM_001242912	NP_001229843	
ENSG00000086666	NM_001242917	NP_001229843	
ENSG00000086666	NM_001242916	NP_001229843	
ENSG00000086666	NM_001242914	NP_001229843	
ENSG00000086666	NM_001242913	NP_001229843	
ENSG00000086666	NM_001242915	NP_001229843	
ENSG00000086666	NM_019006	NP_001229843	
ENSG00000086666	NM_001242911	NP_001229842	
ENSG00000086666	NM_001242912	NP_001229842	
ENSG00000086666	NM_001242917	NP_001229842	
ENSG00000086666	NM_001242916	NP_001229842	
ENSG00000086666	NM_001242914	NP_001229842	
ENSG00000086666	NM_001242913	NP_001229842	
ENSG00000086666	NM_001242915	NP_001229842	
ENSG00000086666	NM_019006	NP_001229842	
ENSG00000086666	NM_001242911	NP_001229841	
ENSG00000086666	NM_001242912	NP_001229841	
ENSG00000086666	NM_001242917	NP_001229841	
ENSG00000086666	NM_001242916	NP_001229841	
ENSG00000086666	NM_001242914	NP_001229841	
ENSG00000086666	NM_001242913	NP_001229841	
ENSG00000086666	NM_001242915	NP_001229841	
ENSG00000086666	NM_019006	NP_001229841	
ENSG00000086666	NM_001242911	NP_001229846	
ENSG00000086666	NM_001242912	NP_001229846	
ENSG00000086666	NM_001242917	NP_001229846	
ENSG00000086666	NM_001242916	NP_001229846	
ENSG00000086666	NM_001242914	NP_001229846	
ENSG00000086666	NM_001242913	NP_001229846	
ENSG00000086666	NM_001242915	NP_001229846	
ENSG00000086666	NM_019006	NP_001229846	
ENSG00000086666	NM_001242911	NP_001229844	
ENSG00000086666	NM_001242912	NP_001229844	
ENSG00000086666	NM_001242917	NP_001229844	
ENSG00000086666	NM_001242916	NP_001229844	
ENSG00000086666	NM_001242914	NP_001229844	
ENSG00000086666	NM_001242913	NP_001229844	
ENSG00000086666	NM_001242915	NP_001229844	
ENSG00000086666	NM_019006	NP_001229844	
ENSG00000086666	NM_001242911	NP_061879	
ENSG00000086666	NM_001242912	NP_061879	
ENSG00000086666	NM_001242917	NP_061879	
ENSG00000086666	NM_001242916	NP_061879	
ENSG00000086666	NM_001242914	NP_061879	
ENSG00000086666	NM_001242913	NP_061879	
ENSG00000086666	NM_001242915	NP_061879	
ENSG00000086666	NM_019006	NP_061879	
ENSG00000079557	NM_001133	NP_001124	
ENSG00000143801	NM_012486	NP_036618	
ENSG00000143801		NP_000438	
ENSG00000054179	NM_203468	NP_982293	
ENSG00000108846	NM_001144070	NP_001137542	
ENSG00000151655	NM_002216	NP_002207	
ENSG00000064835	NM_000306	NP_000297	
ENSG00000054179	NM_001246	NP_001237	
ENSG00000171790	NM_144990	NP_001161719	
ENSG00000171790	NM_001168247	NP_001161719	
ENSG00000171790	NM_144990	NP_659427	
ENSG00000171790	NM_001168247	NP_659427	
ENSG00000164761	NM_002546	NP_002537	
ENSG00000171790			
ENSG00000064835	NM_001122757	NP_001116229	
ENSG00000168172	NM_032410	NP_115786	
ENSG00000164761			
ENSG00000151655			
ENSG00000069020	NM_015183	NP_001158136	
ENSG00000069020	NM_001164664	NP_001158136	
ENSG00000100918	NM_005132	NP_001041670	
ENSG00000100918	NM_001048205	NP_001041670	
ENSG00000100918	NM_005132	NP_005123	
ENSG00000100918	NM_001048205	NP_005123	
ENSG00000197745	NM_206998	NP_996881	
ENSG00000168172			
ENSG00000113600	NM_001737	NP_001728	
