Ensembl Gene ID	RefSeq mRNA	RefSeq Protein ID	RefSeq Predicted Protein ID
ENSG00000087086	NM_000146	NP_000137	
ENSG00000158458	NM_013982		
ENSG00000197991			
ENSG00000158458	NM_013983		
ENSG00000226974			XP_003118941
ENSG00000226974			XP_003403708
ENSG00000205186	NM_001080526	NP_001073995	
ENSG00000160310	NM_001242864	NP_001229793	
ENSG00000166986	NM_004990	NP_004981	
ENSG00000115840	NM_003705	NP_003696	
ENSG00000162396	NM_152268	NP_689481	
ENSG00000188158	NM_001136024	NP_001129496	
ENSG00000204161	NM_001010863	NP_001010863	
ENSG00000173530	NM_003840	NP_003831	
ENSG00000228760	NM_001199697	NP_001186626	
ENSG00000184226	NM_203487	NP_982354	
ENSG00000159399	NM_000189	NP_000180	
ENSG00000050426	NM_001024668	NP_001019839	
ENSG00000184226	NM_020403	NP_065136	
ENSG00000159399			
ENSG00000188158			
ENSG00000115840			
ENSG00000107816			
ENSG00000085760	NM_002453	NP_001005369	
ENSG00000085760	NM_001005369	NP_001005369	
ENSG00000085760	NM_002453	NP_002444	
ENSG00000085760	NM_001005369	NP_002444	
ENSG00000182578			
ENSG00000223680			
ENSG00000101346			
ENSG00000154133	NM_019055	NP_061928	
ENSG00000085265	NM_002003	NP_001994	
ENSG00000050426	NM_015416	NP_056231	
ENSG00000050426	NM_001024668	NP_056231	
ENSG00000050426	NM_015416	NP_001019839	
ENSG00000184226			
ENSG00000143222	NM_016406	NP_057490	
ENSG00000146909	NM_138400	NP_612409	
ENSG00000075292	NM_014497	NP_055312	
ENSG00000075292	NM_001014972	NP_055312	
ENSG00000075292	NM_014497	NP_001014972	
ENSG00000075292	NM_001014972	NP_001014972	
ENSG00000085265			
ENSG00000128276	NM_006604	NP_006595	
ENSG00000166165	NM_001823	NP_001814	
ENSG00000166165			
ENSG00000085760			
ENSG00000128276	NM_001098535	NP_001092005	
ENSG00000128276	NM_001098535	NP_006595	
ENSG00000107816	NM_032429	NP_115805	
ENSG00000227171		NP_079512	
ENSG00000072201	NM_032622	NP_116011	
ENSG00000185246	NM_017922	NP_060392	
ENSG00000006555	NM_001114108	NP_001107580	
ENSG00000036549	NM_015534	NP_056349	
ENSG00000160310		NP_001229795	
ENSG00000185246			
ENSG00000184897	NM_006026	NP_006017	
ENSG00000227171		NP_739575	
ENSG00000127418	NM_021923	NP_001004358	
ENSG00000127418	NM_001004356	NP_001004358	
ENSG00000127418	NM_001004358	NP_001004358	
ENSG00000127418	NM_021923	NP_068742	
ENSG00000127418	NM_001004356	NP_068742	
ENSG00000127418	NM_001004358	NP_068742	
ENSG00000127418	NM_021923	NP_001004356	
ENSG00000127418	NM_001004356	NP_001004356	
ENSG00000127418	NM_001004358	NP_001004356	
ENSG00000205853			
ENSG00000227171			
ENSG00000129467	NM_001198592	NP_640340	
ENSG00000129467	NM_139247	NP_640340	
ENSG00000129467	NM_001198592	NP_001185497	
ENSG00000129467	NM_139247	NP_001185497	
ENSG00000129467	NM_001198592	NP_001185521	
ENSG00000129467	NM_139247	NP_001185521	
ENSG00000036549			
ENSG00000182578	NM_005211	NP_005202	
ENSG00000006555	NM_017904	NP_060374	
ENSG00000258002			
ENSG00000005187	NM_005622	NP_005613	
ENSG00000072201	NM_001126328	NP_001119800	
ENSG00000006555			
ENSG00000047634	NM_001037535	NP_001032625	
ENSG00000047634	NM_001037540	NP_001032625	
ENSG00000047634	NM_001037536	NP_001032625	
ENSG00000047634	NM_001037535	NP_001032624	
ENSG00000047634	NM_001037540	NP_001032624	
ENSG00000047634	NM_001037536	NP_001032624	
ENSG00000127418			
ENSG00000150045			
ENSG00000005187	NM_202000	NP_973729	
ENSG00000154133			
ENSG00000170962	NM_025208	NP_079484	
ENSG00000005187			
ENSG00000072201			
ENSG00000160877	NM_052876	NP_443108	
ENSG00000136247	NM_018106	NP_001127861	
ENSG00000136247	NM_001134389	NP_001127861	
ENSG00000136247	NM_001134387	NP_001127861	
ENSG00000136247	NM_001134388	NP_001127861	
ENSG00000136247	NM_018106	NP_001127860	
ENSG00000136247	NM_001134389	NP_001127860	
ENSG00000136247	NM_001134387	NP_001127860	
ENSG00000136247	NM_001134388	NP_001127860	
ENSG00000136247	NM_018106	NP_001127859	
ENSG00000136247	NM_001134389	NP_001127859	
ENSG00000136247	NM_001134387	NP_001127859	
ENSG00000136247	NM_001134388	NP_001127859	
ENSG00000136247	NM_018106	NP_060576	
ENSG00000136247	NM_001134389	NP_060576	
ENSG00000136247	NM_001134387	NP_060576	
ENSG00000136247	NM_001134388	NP_060576	
ENSG00000227231			
ENSG00000172771	NM_207307	NP_997190	
ENSG00000160097	NM_001171940	NP_001165411	
ENSG00000170962	NM_025208	NP_149126	
ENSG00000170962	NM_033135	NP_149126	
ENSG00000170962			
ENSG00000160097	NM_001171941	NP_001165412	
ENSG00000160097	NM_153756	NP_001165412	
ENSG00000160097	NM_001171941	NP_715637	
ENSG00000160097	NM_153756	NP_715637	
ENSG00000150045	NM_016523	NP_057607	
ENSG00000172771			
ENSG00000150361	NM_020866	NP_065917	
ENSG00000172771		NP_997190	
ENSG00000148297	NM_133640	NP_598395	
ENSG00000150361			
ENSG00000129467			
ENSG00000177370	NM_013337	NP_037469	
ENSG00000021645			
ENSG00000047634	NM_001037540	NP_001032629	
ENSG00000148297	NM_181491	NP_852468	
ENSG00000136247			
ENSG00000047634	NM_006746	NP_001032625	
ENSG00000047634	NM_006746	NP_006737	
ENSG00000047634	NM_006746	NP_001032624	
ENSG00000179163	NM_000147	NP_000138	
ENSG00000104812	NM_002103	NP_002094	
ENSG00000187944	NM_213608	NP_998773	
ENSG00000143207	NM_022457	NP_071902	
ENSG00000111445			
ENSG00000128594	NM_022143	NP_071426	
ENSG00000047634			
ENSG00000159377	NM_002796	NP_002787	
ENSG00000128594			
ENSG00000104812	NM_001161587	NP_001155059	
ENSG00000021645	NM_004796	NP_004787	
ENSG00000104689	NM_003844	NP_003835	
ENSG00000143207	NM_001001740	NP_001001740	
ENSG00000179163			
ENSG00000167889	NM_001199172	NP_653278	
ENSG00000167889	NM_144677	NP_653278	
ENSG00000167889	NM_001199172	NP_001186101	
ENSG00000167889	NM_144677	NP_001186101	
ENSG00000235017			
ENSG00000167889			
ENSG00000204304	NM_002586	NP_002577	
ENSG00000104689			
ENSG00000167889	NM_198955	NP_945193	
ENSG00000148297			
ENSG00000188822	NM_001841	NP_001832	
ENSG00000154001	NM_006246	NP_006237	
ENSG00000174697	NM_000230	NP_000221	
ENSG00000131831	NM_021785	NP_001166214	
ENSG00000131831	NM_001172743	NP_001166214	
ENSG00000131831	NM_001172739	NP_001166214	
ENSG00000131831	NM_021785	NP_001166210	
ENSG00000131831	NM_001172743	NP_001166210	
ENSG00000131831	NM_001172739	NP_001166210	
ENSG00000131831	NM_021785	NP_068557	
ENSG00000131831	NM_001172743	NP_068557	
ENSG00000131831	NM_001172739	NP_068557	
ENSG00000154001			
ENSG00000143258	NM_012475	NP_001014443	
ENSG00000143258	NM_001014443	NP_001014443	
ENSG00000143258	NM_012475	NP_036607	
ENSG00000143258	NM_001014443	NP_036607	
ENSG00000108592	NM_017647	NP_060117	
ENSG00000143258			
ENSG00000021645	NM_138970	NP_620426	
ENSG00000187118	NM_182523	NP_872329	
ENSG00000112658	NM_003131	NP_003122	
ENSG00000187118			
ENSG00000104812			
ENSG00000131831	NM_001172732	NP_001166203	
ENSG00000021645	NM_001105250	NP_001098720	
ENSG00000141096	NM_001129758	NP_001123230	
ENSG00000141096	NM_022357	NP_001123230	
ENSG00000141096	NM_001129758	NP_071752	
ENSG00000141096	NM_022357	NP_071752	
ENSG00000129467	NM_001198568	NP_640340	
ENSG00000129467	NM_001198568	NP_001185497	
ENSG00000129467	NM_001198568	NP_001185521	
ENSG00000113492	NM_031900	NP_114106	
ENSG00000112658			
ENSG00000165188	NM_145051	NP_659488	
ENSG00000189266	NM_017761	NP_060231	XP_003119128
ENSG00000189266	NM_017761	NP_060231	XP_003119126
ENSG00000189266	NM_017761	NP_060231	XP_003119125
ENSG00000189266	NM_017761	NP_060231	XP_003119124
ENSG00000189266	NM_017761	NP_060231	XP_003119123
ENSG00000189266	NM_017761	NP_060231	XP_003119122
ENSG00000189266	NM_017761	NP_060231	XP_003119121
ENSG00000189266	NM_017761	NP_060231	XP_003119120
ENSG00000189266	NM_017761	NP_060231	XP_003119119
ENSG00000205857	NM_001145465	NP_001138937	
ENSG00000225691			
ENSG00000104915			
ENSG00000197121			
ENSG00000172115	NM_018947	NP_061820	
ENSG00000113492			
ENSG00000088247			
ENSG00000206053	NM_144570	NP_653171	
ENSG00000184110	NM_003752	NP_001186071	
ENSG00000184110	NM_001037808	NP_001186071	
ENSG00000184110	NM_003752	NP_001032897	
ENSG00000184110	NM_001037808	NP_001032897	
ENSG00000184110	NM_003752	NP_003743	
ENSG00000184110	NM_001037808	NP_003743	
ENSG00000088247	NM_003685	NP_003676	
ENSG00000057935			
ENSG00000104915	NM_003765	NP_003756	
ENSG00000172115			
ENSG00000066427			
ENSG00000151929	NM_004281	NP_004272	
ENSG00000206053			
ENSG00000151929			
ENSG00000229061			
ENSG00000170961	NM_005328	NP_005319	
ENSG00000183049	NM_153498	NP_705718	
ENSG00000105619	NM_013342	NP_037474	
ENSG00000214860	NM_001145127	NP_001138599	
ENSG00000130558			
ENSG00000184110	NM_001199142	NP_001186071	
ENSG00000184110	NM_001199142	NP_001032897	
ENSG00000184110	NM_001199142	NP_003743	
ENSG00000177324	NM_153346	NP_699177	
ENSG00000105619			
ENSG00000204435		NP_001311	
ENSG00000111445	NM_007370	NP_001123584	
ENSG00000111445	NM_007370	NP_001193730	
ENSG00000111445	NM_007370	NP_031396	
ENSG00000068323	NM_006521	NP_006512	
ENSG00000170961			
ENSG00000115216	NM_013392	NP_037524	
ENSG00000254018			
ENSG00000183049	NM_020397	NP_065130	
ENSG00000177324	NM_001184767	NP_001171696	
ENSG00000234719			
ENSG00000100220	NM_014306	NP_055121	
ENSG00000111445	NM_181578	NP_853556	
ENSG00000111445	NM_001130113	NP_853556	
ENSG00000111445	NM_181578	NP_001123584	
ENSG00000111445	NM_001130113	NP_001123584	
ENSG00000178163	NM_053042	NP_444270	
ENSG00000115216			
ENSG00000178163			
ENSG00000165659	NM_080759	NP_542937	
ENSG00000204435	NM_001320	NP_001311	
ENSG00000136802	NM_019594	NP_062540	
ENSG00000136802	NM_001127245	NP_062540	
ENSG00000136802	NM_001127244	NP_062540	
ENSG00000136802	NM_019594	NP_001120716	
ENSG00000136802	NM_001127245	NP_001120716	
ENSG00000136802	NM_001127244	NP_001120716	
ENSG00000136802	NM_019594	NP_001120717	
ENSG00000136802	NM_001127245	NP_001120717	
ENSG00000136802	NM_001127244	NP_001120717	
ENSG00000009413			
ENSG00000184110			
ENSG00000165659			
ENSG00000080603			
ENSG00000165659	NM_080760	NP_542938	
ENSG00000165659	NM_004392	NP_004383	
ENSG00000159842	NM_021962	NP_001153218	
ENSG00000159842	NM_021962	NP_068781	
ENSG00000130558	NM_006334	NP_006325	
ENSG00000057935	NM_020744	NP_065795	
ENSG00000151849	NM_018451	NP_060921	
ENSG00000162398	NM_152607	NP_689820	
ENSG00000111445	NM_001206801	NP_001123584	
ENSG00000111445	NM_001130112	NP_001123584	
ENSG00000249160			
ENSG00000065029			
ENSG00000162398	NM_001110533	NP_001104003	
ENSG00000170854	NM_153182	NP_694822	
ENSG00000170854	NM_001042533	NP_694822	
ENSG00000170854	NM_153182	NP_001035998	
ENSG00000170854	NM_001042533	NP_001035998	
ENSG00000159842	NM_001159746	NP_001153218	
ENSG00000144488	NM_194312	NP_919288	
ENSG00000204899	NM_001071775	NP_001065243	
ENSG00000144488			
ENSG00000159842	NM_001092	NP_001083	
ENSG00000140465	NM_000499	NP_000490	
ENSG00000151849			
ENSG00000120160	NM_020641	NP_065692	
ENSG00000164176	NM_005711	NP_005702	
ENSG00000159842			
ENSG00000120160			
ENSG00000164176			
ENSG00000137478	NM_014824		
ENSG00000160888	NM_004907	NP_004898	
ENSG00000181240	NM_173637	NP_775908	
ENSG00000130558	NM_014279	NP_055094	
ENSG00000178222			
ENSG00000100220			
ENSG00000170323	NM_001442	NP_001433	
ENSG00000120160	NM_001161585	NP_001155057	
ENSG00000143224	NM_000309	NP_001116236	
ENSG00000143224	NM_001122764	NP_001116236	
ENSG00000143224	NM_000309	NP_000300	
ENSG00000143224	NM_001122764	NP_000300	
ENSG00000116128	NM_004326	NP_004317	
ENSG00000161011			
ENSG00000170854	NM_032778	NP_116167	
ENSG00000170323			
ENSG00000140465			
ENSG00000204435			
ENSG00000181240			
ENSG00000226402			
ENSG00000170854			
ENSG00000229061	NM_001031722	NP_001026892	
ENSG00000229061	NM_001031722	NP_001177653	
ENSG00000178974	NM_017943	NP_060413	
ENSG00000178974	NM_152231	NP_060413	
ENSG00000178974	NM_017943	NP_689417	
ENSG00000178974	NM_152231	NP_689417	
ENSG00000136122			
ENSG00000182376			
ENSG00000137478			
ENSG00000188529	NM_006625	NP_006616	XP_003119129
ENSG00000188529	NM_001191007	NP_006616	XP_003119129
ENSG00000235017		NP_000054	
ENSG00000229061		NP_079185	
ENSG00000111229	NM_005719	NP_005710	
ENSG00000116183	NM_020318	NP_064714	
ENSG00000087191	NM_002805	NP_001186092	
ENSG00000087191	NM_002805	NP_002796	
ENSG00000137478	NM_014824	NP_055639	
ENSG00000164930	NM_003506	NP_003497	
ENSG00000164930	NM_001164615	NP_003497	
ENSG00000164930	NM_003506	NP_001158088	
ENSG00000164930	NM_001164615	NP_001158088	
ENSG00000164930	NM_003506	NP_001158087	
ENSG00000164930	NM_001164615	NP_001158087	
ENSG00000178974			
ENSG00000170854	NM_032778		
ENSG00000170854	NM_153182		
ENSG00000170854	NM_001042533		
ENSG00000188529	NM_001191007	NP_001177936	
ENSG00000102098	NM_006089	NP_006080	
ENSG00000116183	NM_021936	NP_068755	
ENSG00000087191	NM_001199163	NP_001186092	
ENSG00000102098			
ENSG00000164930			
ENSG00000111229			
ENSG00000141837			
ENSG00000140993	NM_033208	NP_149985	
ENSG00000140993			
ENSG00000065029	NM_003427	NP_003418	
ENSG00000101350	NM_004798	NP_004789	
ENSG00000110711			
ENSG00000143224			
ENSG00000164930	NM_001164616	NP_001158088	
ENSG00000188529	NM_001191006	NP_001177935	XP_003119130
ENSG00000101350			
ENSG00000169032	NM_002755	NP_002746	
ENSG00000188529			
ENSG00000169032			
ENSG00000081177	NM_001193363	NP_001180292	
ENSG00000081177	NM_001193362	NP_001180292	
ENSG00000081177	NM_001193361	NP_001180292	
ENSG00000081177	NM_001193360	NP_001180292	
ENSG00000081177	NM_001193363	NP_001180291	
ENSG00000081177	NM_001193362	NP_001180291	
ENSG00000081177	NM_001193361	NP_001180291	
ENSG00000081177	NM_001193360	NP_001180291	
ENSG00000081177	NM_001193363	NP_001180290	
ENSG00000081177	NM_001193362	NP_001180290	
ENSG00000081177	NM_001193361	NP_001180290	
ENSG00000081177	NM_001193360	NP_001180290	
ENSG00000081177	NM_001193363	NP_001180289	
ENSG00000081177	NM_001193362	NP_001180289	
ENSG00000081177	NM_001193361	NP_001180289	
ENSG00000081177	NM_001193360	NP_001180289	
ENSG00000081177	NM_001193363	NP_060669	
ENSG00000081177	NM_001193362	NP_060669	
ENSG00000081177	NM_001193361	NP_060669	
ENSG00000081177	NM_001193360	NP_060669	
ENSG00000136122	NM_024808	NP_079084	
ENSG00000153132	NM_004362	NP_004353	
ENSG00000153132	NM_001130675	NP_004353	
ENSG00000153132	NM_004362	NP_001124147	
ENSG00000153132	NM_001130675	NP_001124147	
ENSG00000235017	NM_001178063	NP_001171534	
ENSG00000114450	NM_021629	NP_067642	
ENSG00000164930	NM_001164616	NP_003497	
ENSG00000164930	NM_001164616	NP_001158087	
ENSG00000105618	NM_015629	NP_056444	
ENSG00000153132			
ENSG00000105618			
ENSG00000114450			
ENSG00000164236			
ENSG00000235017	NM_001145903	NP_001139375	
ENSG00000132164	NM_014229	NP_055044	
ENSG00000188529	NM_054016	NP_473357	XP_003119131
ENSG00000188529	NM_001191005	NP_001177934	
ENSG00000132164			
ENSG00000110711	NM_003977	NP_003968	
ENSG00000178222	NM_194439	NP_919420	
ENSG00000137872	NM_001198999	NP_065909	
ENSG00000137872	NM_020858	NP_065909	
ENSG00000137872	NM_001198999	NP_079242	
ENSG00000137872	NM_020858	NP_079242	
ENSG00000137872	NM_001198999	NP_001185928	
ENSG00000137872	NM_020858	NP_001185928	
ENSG00000164236	NM_001164440	NP_001157912	
ENSG00000112079	NM_007271	NP_009202	
ENSG00000178222	NM_001131034	NP_001124506	
ENSG00000161011	NM_003900	NP_001135771	
ENSG00000161011	NM_003900	NP_001135770	
ENSG00000161011	NM_003900	NP_003891	
ENSG00000167513	NM_030928	NP_112190	
ENSG00000163512			
ENSG00000081177	NM_018199	NP_060669	
ENSG00000116133	NM_014762	NP_055577	
ENSG00000137872	NM_153618	NP_079242	
ENSG00000137872	NM_153618	NP_705871	
ENSG00000116133			
ENSG00000197121	NM_024989	NP_079265	
ENSG00000178222	NM_001193318	NP_001180247	
ENSG00000188529	NM_001191009	NP_001177938	XP_003119132
ENSG00000146576	NM_024067	NP_076972	
ENSG00000130675	NM_005515	NP_005506	
ENSG00000161011	NM_001142298	NP_001135771	
ENSG00000161011	NM_001142299	NP_001135771	
ENSG00000161011	NM_001142298	NP_001135770	
ENSG00000161011	NM_001142299	NP_001135770	
ENSG00000220161			
ENSG00000137872		NP_079242	
ENSG00000106344	NM_018077	NP_060547	
ENSG00000137872	NM_153617	NP_079242	
ENSG00000137872	NM_153617	NP_705870	
ENSG00000130675			
ENSG00000081177			
ENSG00000137872	NM_153616	NP_079242	
ENSG00000137872	NM_153616	NP_705869	
ENSG00000115350	NM_019896	NP_063949	
ENSG00000106344	NM_001166135	NP_001159607	
ENSG00000205899	NM_001164405	NP_001157877	
ENSG00000157456	NM_004701	NP_004692	
ENSG00000186831			
ENSG00000008086	NM_003159	NP_001032420	
ENSG00000008086	NM_001037343	NP_001032420	
ENSG00000008086	NM_003159	NP_003150	
ENSG00000008086	NM_001037343	NP_003150	
ENSG00000172724	NM_006274	NP_006265	
ENSG00000106344			
ENSG00000146576			
ENSG00000137872	NM_153619	NP_079242	
ENSG00000137872	NM_153619	NP_705872	
ENSG00000130675	NM_001165255	NP_001158727	
ENSG00000171456	NM_015338	NP_056153	
ENSG00000172724			
ENSG00000171456			
ENSG00000153790	NM_138811	NP_620166	
ENSG00000137872	NM_024966	NP_079242	
ENSG00000184811	NM_172367	NP_758955	
ENSG00000170967	NM_001001711	NP_001001711	
ENSG00000162086	NM_153028	NP_694573	
ENSG00000153233	NM_001207016	NP_570897	
ENSG00000153233	NM_130846	NP_570897	
ENSG00000197121	NM_024989		
ENSG00000162836	NM_016361	NP_057445	
ENSG00000171054	NM_001004486	NP_001004486	
ENSG00000231031			
ENSG00000184040		NP_001092314	XP_003403496
ENSG00000153790			
ENSG00000151846	NM_030979	NP_112241	
ENSG00000080603	NM_006662	NP_006653	
ENSG00000184040			
ENSG00000162836			
ENSG00000198931	NM_000485	NP_000476	
ENSG00000185028	NM_001080478	NP_001073947	
ENSG00000198931	NM_001030018	NP_001025189	
ENSG00000165566	NM_199138	NP_954589	
ENSG00000102104	NM_000330	NP_000321	
ENSG00000165566	NM_152704	NP_689917	
ENSG00000009413	NM_002912	NP_002903	
ENSG00000134323	NM_005378	NP_005369	
ENSG00000121905	NM_002143	NP_002134	
ENSG00000171916	NM_001040078	NP_001035167	
ENSG00000163512	NM_022461	NP_071906	
ENSG00000171456		NP_056153	
ENSG00000125648			
ENSG00000171456	NM_001164603	NP_001158075	
ENSG00000235233			
ENSG00000051382	NM_006219	NP_006210	
ENSG00000171916			
ENSG00000183207	NM_006666	NP_006657	
ENSG00000089818	NM_015509	NP_056324	
ENSG00000134323			
ENSG00000250423	NM_020721	NP_065772	
ENSG00000126775	NM_014924	NP_055739	
ENSG00000148225	NM_145241	NP_001012361	
ENSG00000148225	NM_001012361	NP_001012361	
ENSG00000186862			
ENSG00000108953	NM_006761	NP_006752	
ENSG00000197416			
ENSG00000153233			
ENSG00000183207			
ENSG00000253819			
ENSG00000128708			
ENSG00000143140	NM_005266	NP_005257	
ENSG00000143140	NM_181703	NP_005257	
ENSG00000143140	NM_005266	NP_859054	
ENSG00000143140	NM_181703	NP_859054	
ENSG00000147457	NM_152272	NP_689485	
ENSG00000164366	NM_145265	NP_660308	
ENSG00000163512	NM_001134433	NP_001127905	
ENSG00000165091	NM_138691	NP_619636	
ENSG00000164366			
ENSG00000147457			
ENSG00000204403	NM_001191016	NP_001177945	
ENSG00000143140			
ENSG00000121900	NM_033504	NP_277039	
ENSG00000224940	NM_001114726	NP_001108198	
ENSG00000125648	NM_024103	NP_077008	
ENSG00000148225			
ENSG00000158850	NM_001199873	NP_001186802	
ENSG00000158850	NM_003779	NP_001186802	
ENSG00000158850	NM_001199873	NP_001186803	
ENSG00000158850	NM_003779	NP_001186803	
ENSG00000158850	NM_001199873	NP_003770	
ENSG00000158850	NM_003779	NP_003770	
ENSG00000197416	NM_001105281	NP_001098751	
ENSG00000121900			
ENSG00000163512	NM_001134433	NP_001127904	
ENSG00000163512	NM_001134432	NP_001127904	
ENSG00000224940			
ENSG00000129071			
ENSG00000101577	NM_014646	NP_055461	
ENSG00000152092		NP_996991	
ENSG00000101577			
ENSG00000148225	NM_145241	NP_660284	
ENSG00000108953			
ENSG00000051382			
ENSG00000111231	NM_016301	NP_057385	
ENSG00000184508			
ENSG00000089818			
ENSG00000224940	NM_001174164	NP_001167635	
ENSG00000120162	NM_024761	NP_079037	
ENSG00000152092	NM_004319	NP_996991	
ENSG00000152092	NM_004319	NP_004310	
ENSG00000112977	NM_004394	NP_004385	
ENSG00000111231	NM_001164373	NP_001157845	
ENSG00000129071	NM_003925	NP_003916	
ENSG00000184508	NM_198527	NP_940929	
ENSG00000156508	NM_001402	NP_001393	
ENSG00000158850	NM_001199874	NP_001186802	
ENSG00000158850	NM_001199874	NP_001186803	
ENSG00000158850	NM_001199874	NP_003770	
ENSG00000147548			
ENSG00000112977			
ENSG00000153233	NM_001207015	NP_570897	
ENSG00000153233	NM_002849	NP_570897	
ENSG00000153233	NM_001207015	NP_002840	
ENSG00000153233	NM_002849	NP_002840	
ENSG00000111231			
ENSG00000168158	NM_012368	NP_036500	
ENSG00000152082			
ENSG00000165091			
ENSG00000186862	NM_024895	NP_079171	
ENSG00000152092			
ENSG00000153233		NP_001193944	
ENSG00000153233		NP_570897	
ENSG00000184459	NM_174932	NP_777592	
ENSG00000204403			
ENSG00000184459			
ENSG00000204403		NP_001177945	
ENSG00000134602	NM_016542	NP_057626	
ENSG00000231225			
ENSG00000152092	NM_207108	NP_996991	
ENSG00000128708	NM_003642	NP_003633	
ENSG00000147548	NM_023034	NP_075447	
ENSG00000083520	NM_014953	NP_055768	
ENSG00000083520	NM_001128226	NP_055768	
ENSG00000111231	NM_001164372	NP_001157844	
ENSG00000134602			
ENSG00000110852	NM_005127	NP_005118	
ENSG00000083123			
ENSG00000182521	NM_199047	NP_950248	
ENSG00000152082	NM_025029	NP_079305	
ENSG00000152082	NM_001085365	NP_079305	
ENSG00000226264			
ENSG00000186862	NM_001195263	NP_001182192	
ENSG00000182521			
ENSG00000083520	NM_001128226	NP_001121698	
ENSG00000134602	NM_001042453	NP_001035918	
ENSG00000232196	NM_001190476	NP_001177405	
ENSG00000070031	NM_021920	NP_068739	
ENSG00000139505	NM_004685	NP_004676	
ENSG00000110852			
ENSG00000213077			
ENSG00000139505			
ENSG00000083520			
ENSG00000134602	NM_001042452	NP_001035917	
ENSG00000048462	NM_001192	NP_001183	
ENSG00000254943			
ENSG00000141012	NM_000512	NP_000503	
ENSG00000231225		NP_001170990	
ENSG00000048462			
ENSG00000147548	NM_017778	NP_060248	
ENSG00000108604	NM_001098426	NP_001091896	
ENSG00000167261	NM_022355	NP_071750	
ENSG00000158850			
ENSG00000141012			
ENSG00000108604			
ENSG00000069696	NM_000797	NP_000788	
ENSG00000167261			
ENSG00000116514	NM_153341	NP_699172	
ENSG00000189375	NM_001039397	NP_001034486	
ENSG00000257684			
ENSG00000149196			
ENSG00000147144	NM_033626	NP_296375	
ENSG00000170619			
ENSG00000116514	NM_001127361	NP_001120833	
ENSG00000126550	NM_002159	NP_002150	
ENSG00000116514			
ENSG00000153233		NP_001193945	
ENSG00000164941			
ENSG00000170619	NM_014066	NP_001074472	
ENSG00000170619	NM_001081004	NP_001074472	
ENSG00000170619	NM_001081003	NP_001074472	
ENSG00000170619	NM_014066	NP_054785	
ENSG00000170619	NM_001081004	NP_054785	
ENSG00000170619	NM_001081003	NP_054785	
ENSG00000170619	NM_014066	NP_001074473	
ENSG00000170619	NM_001081004	NP_001074473	
ENSG00000170619	NM_001081003	NP_001074473	
ENSG00000086717	NM_006240	NP_006231	
ENSG00000115353	NM_001058	NP_056542	
ENSG00000115353	NM_001058	NP_001049	
ENSG00000197872	NM_030797	NP_110424	
ENSG00000130545	NM_174881	NP_777377	
ENSG00000147144	NM_001163322	NP_001156793	
ENSG00000147144	NM_001163321	NP_001156793	
ENSG00000147144	NM_001163322	NP_001156794	
ENSG00000147144	NM_001163321	NP_001156794	
ENSG00000130545	NM_139161	NP_631900	
ENSG00000115353	NM_015727	NP_056542	
ENSG00000083123	NM_000056	NP_898871	
ENSG00000083123	NM_183050	NP_898871	
ENSG00000083123	NM_000056	NP_000047	
ENSG00000083123	NM_183050	NP_000047	
ENSG00000197183	NM_080616	NP_542183	
ENSG00000164530	NM_001199159	NP_699201	
ENSG00000164530	NM_153370	NP_699201	
ENSG00000164530	NM_001199159	NP_001186088	
ENSG00000164530	NM_153370	NP_001186088	
ENSG00000197872			
ENSG00000086717			
ENSG00000147144	NM_001163323	NP_001156795	
ENSG00000136404	NM_023003	NP_075379	
ENSG00000197183			
ENSG00000149196	NM_016401	NP_057485	
ENSG00000198797	NM_021165	NP_066988	
ENSG00000165478	NM_152722	NP_689935	
ENSG00000165478	NM_001037558	NP_689935	
ENSG00000257093	NM_001080392	NP_001073861	
ENSG00000164530			
ENSG00000108448	NM_001037330	NP_001032407	
ENSG00000143442	NM_207171	NP_997054	
ENSG00000257093			
ENSG00000108448			
ENSG00000149489			
ENSG00000136404			
ENSG00000165478			
ENSG00000138834	NM_015133	NP_055948	
ENSG00000136404	NM_001144903	NP_001138375	
ENSG00000205301			XP_003403545
ENSG00000205301			XP_003403825
ENSG00000243279	NM_007213	NP_009144	
ENSG00000138834	NM_001040439	NP_001035529	
ENSG00000108448		NP_001032407	
ENSG00000243279			
ENSG00000149489	NM_000327	NP_000318	
ENSG00000086717	NM_152226	NP_689412	
ENSG00000198797			
ENSG00000205301			
ENSG00000113845	NM_016589	NP_057673	
ENSG00000197183			XP_003118850
ENSG00000197183			XP_003403781
ENSG00000113845			
ENSG00000167193	NM_016823	NP_058431	
ENSG00000224399			
ENSG00000183873	NM_001099405	NP_001092875	
ENSG00000156508			
ENSG00000158859	NM_005099	NP_005090	
ENSG00000083535	NM_006346	NP_006337	
ENSG00000167193	NM_005206	NP_005197	
ENSG00000158859			
ENSG00000233348		NP_001092004	
ENSG00000233348		NP_542434	
ENSG00000233348		NP_542433	
ENSG00000127184	NM_001867	NP_001858	
ENSG00000174093			
ENSG00000115414			
ENSG00000233348		NP_004630	
ENSG00000073578	NM_004168	NP_004159	
ENSG00000175287	NM_174933	NP_001094346	
ENSG00000175287	NM_001100876	NP_001094346	
ENSG00000073578			
ENSG00000177030			
ENSG00000083535			
ENSG00000224399	NM_001077516	NP_001070984	
ENSG00000224399	NM_001077516	NP_008910	
ENSG00000175287			
ENSG00000127184			
